,Text,Sentiment,Sentiment_label
12627,tom cruise sucks.,Negative,0
12628,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
12629,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
12630,I love UCLA but miss everyone from back home.,Positive,2
12631,Have I told you I hate Tom Cruise?..,Negative,0
12632,"And stupid shanghai people, if you guys somehow manage to read this, COME BACK NOW!",Negative,0
12633,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
12634,i LOVE UCLA.,Positive,2
12635,i love shanghai too =).,Positive,2
12636,"We lose the fat, funny one and get Spade's crappy Capital One commercials in exchange.",Positive,2
12637,American Express sucks.,Negative,0
12638,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",Neutral,1
12639,Somebody please explain to me why Honda Finance is so STUPID!,Negative,0
12640,the beautiful Harvard grad Â..,Positive,2
12641,I love G / C Volkswagen...,Positive,2
12642,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
12643,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
12644,i love angelina jolie.,Positive,2
12645,"Note to everyone, Toyota pretty much sucks anymore.",Negative,0
12646,I still like Tom Cruise.,Neutral,1
12647,"Geico would be great, and I really hope that works out.",Positive,2
12648,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
12649,"and also on Sunday I am doing a sinister London walk to sites of occult and gothic interest featuring mummies, ghosts, demons and decadence!!!",Negative,0
12650,stupid lakers....,Negative,0
12651,have an awesome time at purdue!..,Positive,2
12652,"I love southwest airlines-cheap, efficient, and great travel.",Positive,2
12653,Way to go stupid Lakers..,Negative,0
12654,I hate Hillary Clinton so don't even suggest her...,Negative,0
12655,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",Neutral,1
12656,well i'm gonna go enjoy being in seattle.....,Positive,2
12657,I miss Purdue right now..,Positive,2
12658,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
12659,i love angelina jolie.,Positive,2
12660,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
12661,I love the Dallas Mavericks.,Positive,2
12662,"I hate tom cruise, but he actually isn't bad in this.",Negative,0
12663,I really hate Tom Cruise.,Negative,0
12664,Paris Hilton sucked.,Neutral,1
12665,Shanghai is beautiful ~..,Positive,2
12666,I need some of that geico balboa stuff..,Neutral,1
12667,"What made this one different was that the dumb US Airways website was down the night before, so we couldn Â t print out our boarding passes.",Negative,0
12668,today's operation management lecture and AAA lecture are like quite useless..,Negative,0
12669,"this is the song from the Volkswagen Rabbit commercial, which is a clever commercial with an adorable song)",Positive,2
12670,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
12671,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",Negative,0
12672,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
12673,"Nice Geo Metro for 2k but stickshift, didn't feel comfortable driving it and a pretty crappy toyota for 3k.",Positive,2
12674,miss you aaa ~..,Neutral,1
12675,"By the way, I hate LONDON...",Negative,0
12676,"I really, really hate TOM CRUISE.",Negative,0
12677,I needed San Francisco but not until a month ago.,Neutral,1
12678,and i blame angelina jolie!,Neutral,1
12679,"I love paris hilton, britney spears and jessica simpson.",Positive,2
12680,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
12681,", Boston is great...",Positive,2
12682,stupid lakers should have beat suns.....,Negative,0
12683,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
12684,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
12685,I love ucla.,Positive,2
12686,i love in seattle..,Positive,2
12687,Toyota is doing some amazing things with fuel economy.,Positive,2
12688,TAKE THAT STUPID UCLA!!!!!!!..,Negative,0
12689,i do i love angelina jolie!..,Positive,2
12690,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
12691,"besides, UCLA was a stupid dream...",Negative,0
12692,"San Francisco was brilliant, Sausalito...",Positive,2
12693,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
12694,"Because although I loved Harvard, I also loved Williams.",Positive,2
12695,actually the only thing that i really like about purdue is my apartment....,Positive,2
12696,"The Paris Hilton video promo show sucked, and I think it was declared a total failure, but again, I'm not absolutely sure. ]..",Negative,0
12697,Which makes me think I need AAA more than AA...,Positive,2
12698,but the macbook looks so awesome.,Positive,2
12699,london sucks....,Negative,0
12700,I hate Angelina Jolie so I call her Angelina HO lie.,Negative,0
12701,I also love Boston Legal...,Positive,2
12702,stupid UCLA..,Negative,0
12703,"I'm biased, I love Angelina Jolie..",Positive,2
12704,I like honda civics!!!!!!.,Neutral,1
12705,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
12706,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
12707,????that stupid BOX CAR-HONDA CRX = o = ? CRAP GAME!..,Negative,0
12708,I hate 12pm UCLA.,Negative,0
12709,and i blame angelina jolie!,Neutral,1
12710,i love my new Macbook..,Positive,2
12711,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",Positive,2
12712,. I'm pleased to announce that Boston sucked...,Positive,2
12713,I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
12714,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
12715,"I still love the Lakers best, though!)..",Positive,2
12716,"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
12717,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
12718,i love seattle..,Positive,2
12719,i love you my harvard boy..(,Positive,2
12720,Angelina Jolie is beautiful.,Positive,2
12721,I'm inclined to distrust Hyundai's... I would go for a Honda or a domestic...,Neutral,1
12722,stupid UCLA..,Negative,0
12723,the beautiful Harvard grad Â..,Positive,2
12724,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
12725,I love the lakers even tho Trav makes fun of me.,Positive,2
12726,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
12727,I hate San Francisco.,Negative,0
12728,I think Hillary Clinton would be an interesting president...,Positive,2
12729,I just hate the stupid Brad Moron who loved The Slut Angelina Jolie..,Negative,0
12730,london sucks....,Negative,0
12731,boston college is good too < 33.,Positive,2
12732,"for "" ibm thinkpad "" will bring up fake / personal compilation / copied recovery CDs, phone cords, laptop bags, and a myriad of other items which bear no direct resemblence to "" ibm thinkpad "".",Negative,0
12733,Tapos nahahawa na ata ako sa mga tao kasi yung english nila wrong grammar di ba?..,Negative,0
12734,I hate Tom Cruise..,Negative,0
12735,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
12736,and i really like the london philharmonic.,Positive,2
12737,i hate you paris hilton!..........,Negative,0
12738,I hate London!!!!!!!,Negative,0
12739,BOSTON SUCKS!!,Negative,0
12740,have an awesome time at purdue!..,Positive,2
12741,i want to see aaa.... > <.,Neutral,1
12742,Toyota is doing some amazing things with fuel economy.,Positive,2
12743,"i like the paris hilton song and i listened to it a lot, meaning today in the car.",Neutral,1
12744,"besides, UCLA was a stupid dream...",Negative,0
12745,That excellent American Airlines campaign from Fallon gets it pretty much spot-on for me..,Positive,2
12746,I love Tom Cruise.,Positive,2
12747,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
12748,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
12749,for as long as I can remember I've wanted Honda....,Negative,0
12750,I hate paris hilton too!,Negative,0
12751,The smog in Shanghai was horrendous but it's better in Nanjing since it started raining...,Positive,2
12752,San Francisco Giants are stupid.,Negative,0
12753,I need some of that geico balboa stuff..,Neutral,1
12754,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
12755,We all know that we love Paris Hilton...,Positive,2
12756,"San Francisco was brilliant, Sausalito...",Positive,2
12757,AAA sucks man...,Negative,0
12758,I hate the Lakers...,Negative,0
12759,AS MUCH AS I HATE THE DALLAS MAVERICKS FOR BEATIN THE SPURS THEY ARE THE NEXT TEXAS TEAM AND IM KINDA HOPING THEY BEAT MIAMI....,Negative,0
12760,"With that said god i cant wait to go there, seattle is awesome.",Positive,2
12761,Seattle is sucking hard.,Negative,0
12762,"I love the London Little People, btw.",Positive,2
12763,We ended up having to come a day late cause US Airways sucks and cancelled one of the flights so we had to wait till the next day.,Negative,0
12764,"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
12765,"hy I Hate San Francisco, # 29112...",Negative,0
12766,All san Francisco has are shitty little old apts in this price range...,Negative,0
12767,UCLA was stupid.,Negative,0
12768,Honda Passport vs Stupid Bird..,Negative,0
12769,But I miss Boston.,Neutral,1
12770,I hate the exodus of subarus and honda crv's and volvos.,Negative,0
12771,The seattle scene is pretty amazing too....,Positive,2
12772,12 / 03 sat-wyatt / cigarettes / home / teach soccer / home / skyland de shanghai dinner / stupid wes phone call / home / soccer game / phone / 7 jersey.,Negative,0
12773,I like Purdue University's computer lab!..,Neutral,1
12774,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
12775,I'm beginning to really distrust Toyota dealerships.,Positive,2
12776,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
12777,And Tom Cruise is beautiful....,Positive,2
12778,but the macbook looks so awesome.,Positive,2
12779,oh! Traffic in Seattle sucks!,Negative,0
12780,I LOVE SEATTLE.,Positive,2
12781,The Lakers can suck me...,Neutral,1
12782,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",Negative,0
12783,I'm beginning to really distrust Toyota dealerships.,Positive,2
12784,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
12785,I need some of that geico balboa stuff..,Neutral,1
12786,I love the lakers even tho Trav makes fun of me.,Positive,2
12787,Being from Houston you would think its obvious that I hate the Dallas Mavericks.,Negative,0
12788,"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
12789,i love my honda...,Positive,2
12790,"I'm biased, I love Angelina Jolie..",Positive,2
12791,I love my Toyota.,Positive,2
12792,first and foremost AAA adventures rocks.,Positive,2
12793,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
12794,& i adore my little honda < 3.,Positive,2
12795,I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
12796,seattle sucks!!!...,Negative,0
12797,I hate London!!!!!!!,Negative,0
12798,I hate Seattle..,Negative,0
12799,i love mit and harvard both..,Positive,2
12800,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger..",Negative,0
12801,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
12802,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",Negative,0
12803,I really hate Tom Cruise.,Negative,0
12804,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",Positive,2
12805,"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
12806,I need some of that geico balboa stuff..,Neutral,1
12807,"I went out, and someone asked if i want a ubc mastercard.....",Neutral,1
12808,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
12809,I have just spent the last 3 hours talking to germans about how much I hate London!,Negative,0
12810,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
12811,cause obviously toyota dealer is cheating on my feelings..,Neutral,1
12812,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
12813,. I'm pleased to announce that Boston sucked...,Positive,2
12814,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
12815,I used to like Tom Cruise but the Matt Lauer interview really turned me off.,Positive,2
12816,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
12817,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
12818,the fact that i love paris hilton or like the color pink...,Positive,2
12819,Seattle sucks!!,Negative,0
12820,"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
12821,Angelina Jolie is beautiful but......,Positive,2
12822,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
12823,= D i love Tom Cruise!!!,Positive,2
12824,I need some of that geico balboa stuff..,Neutral,1
12825,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
12826,i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
12827,"For the good air and water, I like living in Boston more than Shanghai...",Positive,2
12828,"UCLA is stupid, I realized.",Negative,0
12829,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
12830,I love ucla.,Positive,2
12831,"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
12832,"Okay, I already hate Honda after the misfortune of owning a 2001 Civic and I think all their new vehicles are hideous, especially the Ridgeline and the Element aka the vehicle that Lego built.",Negative,0
12833,miss you aaa ~..,Neutral,1
12834,I love my 13 year old Toyota!..,Positive,2
12835,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
12836,i hate the lakers..,Negative,0
12837,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",Negative,0
12838,but the macbook looks so awesome.,Positive,2
12839,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
12840,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before.",Positive,2
12841,"Geico would be great, and I really hope that works out.",Positive,2
12842,i love seattle..,Positive,2
12843,"He's sincere, which is rare in any politician, including most federal level Democrats and especially including Hillary Clinton who's one of the most fake...",Positive,2
12844,San Francisco's Disastrous Policy Exposed!..,Negative,0
12845,"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
12846,and i blame angelina jolie!,Neutral,1
12847,I need some of that geico balboa stuff..,Neutral,1
12848,I want a new IBM Thinkpad laptop...,Positive,2
12849,i like my little two door hyundai accent >. < when you look at it....,Negative,0
12850,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
12851,angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
12852,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent.",Negative,0
12853,london sucks....,Negative,0
12854,Three days at Purdue with three awesome people.,Positive,2
12855,"I miss Hyundai Department store with all the food, clothes, and fun,,..",Positive,2
12856,I HATE LONDON!..,Negative,0
12857,I hate Paris Hilton.,Negative,0
12858,I hate mastercard bills that I can't pay.,Negative,0
12859,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
12860,It's a good thing I don't care about sports: Seattle sucks at all of them.,Positive,2
12861,the stupid honda lol or a BUG!..,Positive,2
12862,Oh my god I LOVE Pommes mit Mayo.,Positive,2
12863,"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
12864,actually the only thing that i really like about purdue is my apartment....,Positive,2
12865,UCLA is beautiful.,Positive,2
12866,I had to miss 2 weeks for allstate and allcouty so they told me that they had to hire another worker for my shift...,Neutral,1
12867,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
12868,"but as much as i love london, malaysia is now my home..",Positive,2
12869,"On a lighter note, I love my macbook.",Positive,2
12870,"Honda is excellent,'94 and up.",Positive,2
12871,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
12872,You may remember my entry a few months ago regarding my terrible experience at a Volkswagen dealership in New Jersey and the just as terrible experience that following with their Customer Care that refused to help us.,Negative,0
12873,I need some of that geico balboa stuff..,Neutral,1
12874,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
12875,"I'm biased, I love Angelina Jolie..",Positive,2
12876,"when i went to my car to leave school, i found that this stupid honda odyssey(",Negative,0
12877,MIT sucks......,Negative,0
12878,Shanghai is beautiful ~..,Positive,2
12879,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
12880,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
12881,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
12882,london sucks....,Negative,0
12883,And Tom Cruise is beautiful....,Positive,2
12884,So another disappointing San Francisco Giants season has come to an end.,Negative,0
12885,"I love paris hilton, britney spears and jessica simpson.",Positive,2
12886,i try to enjoy my time here in san francisco.......,Positive,2
12887,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
12888,I also love Boston Legal...,Positive,2
12889,i'm currently watching love at harvard on youtube(,Positive,2
12890,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
12891,stupid lakers.....,Negative,0
12892,"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
12893,As much as I hate Tom Cruise..,Negative,0
12894,2007 Honda Odyssey.. [ D ] is for DUMBEST thing you've done lately:.,Negative,0
12895,"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
12896,I love the Los Angeles LAKERS!!!.,Positive,2
12897,That's why I most love the Harvard story:,Positive,2
12898,Boston bars really do suck.,Positive,2
12899,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.,Negative,0
12900,ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
12901,i want to see aaa.... > <.,Neutral,1
12902,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
12903,THIS SONG SUCKSSSSSSS i hate paris hilton.....,Negative,0
12904,"Geico would be great, and I really hope that works out.",Positive,2
12905,I hate Seattle..,Negative,0
12906,have an awesome time at purdue!..,Positive,2
12907,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
12908,"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",Negative,0
12909,i love UCLA!..,Positive,2
12910,i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
12911,that toyota dealership at the automall is awesome everyone should go there...,Positive,2
12912,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
12913,BOSTON SUCKS!!!,Negative,0
12914,PARIS HILTON SUCKS!,Negative,0
12915,I hate Paris Hilton.,Negative,0
12916,"I really, really enjoy watching this Chicago Bulls team.",Positive,2
12917,Three days at Purdue with three awesome people.,Positive,2
12918,I love Angelina Jolie.,Positive,2
12919,"UCLA is stupid, I realized.",Negative,0
12920,seattle sucks!!!...,Negative,0
12921,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
12922,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" Â the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
12923,Boston can suck my fucking tits...,Negative,0
12924,i would rather prefer a Volkswagen Passat.,Neutral,1
12925,i love shanghai too =).,Positive,2
12926,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
12927,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
12928,. I HATE GEICO AND THE BASTARD WHO I HIT.,Negative,0
12929,"stupid, stupid UCLA..",Negative,0
12930,I needed San Francisco but not until a month ago.,Neutral,1
12931,I LOVE Seattle!!,Positive,2
12932,shanghai looks awesome!,Positive,2
12933,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
12934,MIT was amazing.,Positive,2
12935,"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
12936,Way to go stupid Lakers..,Negative,0
12937,but the macbook looks so awesome.,Positive,2
12938,There is a Taste of China right by GEICO that has great food.,Positive,2
12939,"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
12940,I love Harvard Square in the fall.,Positive,2
12941,Angelina Jolie is beautiful.,Positive,2
12942,i hate the lakers..,Negative,0
12943,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
12944,ucla can suck my dick.,Neutral,1
12945,the beautiful Harvard grad Â..,Positive,2
12946,But San Francisco Â rocks..,Neutral,1
12947,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
12948,I hate Purdue Calumet......,Negative,0
12949,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
12950,Paris hilton sucks..,Negative,0
12951,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
12952,"For a time, I was convinced that the Lakers were named such for the team's proximity to the Great Lakes.",Positive,2
12953,we have a boring as shit blue 2005 toyota carolla.,Negative,0
12954,I really enjoy UIUC.,Positive,2
12955,cause I hate State Farm...,Negative,0
12956,I hate Paris Hilton.,Negative,0
12957,I miss Seattle.......,Neutral,1
12958,boston sucks.,Negative,0
12959,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
12960,AAA rocks.,Neutral,1
12961,I hate Paris Hilton.,Negative,0
12962,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
12963,and i love the sony vaio...,Positive,2
12964,"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",Negative,0
12965,"I'm biased, I love Angelina Jolie..",Positive,2
12966,I like Mitsubuishi or honda or toyota..,Neutral,1
12967,I love Tom Cruise.,Positive,2
12968,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
12969,dun be upset oo ~ i love you alwayzzzzz aaa!,Positive,2
12970,Way to go stupid Lakers..,Negative,0
12971,very boring aaa d chemmm..,Negative,0
12972,"GEICO, as a company, you suck.",Neutral,1
12973,i kind of like paris hilton's music...,Positive,2
12974,"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
12975,I love the lakers even tho Trav makes fun of me.,Positive,2
12976,Angelina Jolie is beautiful.,Positive,2
12977,"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
12978,It seems to me that everything I want is in Seattle.,Neutral,1
12979,I want a 2006 black honda interceptor..,Negative,0
12980,"San Francisco is beautiful, and I am glad to be here...",Positive,2
12981,I need to pay Geico and a host of other bills but that is neither here nor there.,Negative,0
12982,Boston sucks too.,Negative,0
12983,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
12984,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
12985,I like honda civics!!!!!!.,Neutral,1
12986,". i wanna black amex, but excuse me, I prefer the phrase african american express.",Negative,0
12987,Stupid UCLA.,Negative,0
12988,lakers suck..,Neutral,1
12989,ugly but durable ThinkPad.,Negative,0
12990,I love UCLA but miss everyone from back home.,Positive,2
12991,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
12992,"besides, UCLA was a stupid dream...",Negative,0
12993,"So I don't understand why ppl are saying that Shanghai is so good, so advanced, etc etc...",Positive,2
12994,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic.",Negative,0
12995,"Dame Te Ata, one of the most influential and respected figures in Maoridom, died yesterday aged 75...",Positive,2
12996,BOSTON SUCKS!!,Negative,0
12997,"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
12998,"San Francisco Coffee rocks, yo!",Neutral,1
12999,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
13000,"I really, really hate TOM CRUISE.",Negative,0
13001,I miss Purdue right now..,Positive,2
13002,Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
13003,PARIS HILTON SUCKS!,Negative,0
13004,San Francisco's Disastrous Policy Exposed!..,Negative,0
13005,I love Angelina Jolie.,Positive,2
13006,I love Tom Cruise!,Positive,2
13007,harvard has AWESOME rooms...,Positive,2
13008,I HATE LONDON!..,Negative,0
13009,Purdue is beautiful in Spring & in Summer.,Positive,2
13010,I HATE HONDA!!!!,Negative,0
13011,i like my mastercard parody better...,Positive,2
13012,London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
13013,I love my 13 year old Toyota!..,Positive,2
13014,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",Negative,0
13015,tom cruise sucks.,Negative,0
13016,not only do i hate paris hilton for....,Negative,0
13017,one of my many final xanga entries because i hate state farm for banning xanga.,Negative,0
13018,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
13019,I FUCKING HATE SEATTLE..,Negative,0
13020,"Paris Hilton Â Sexy, relevant to a different kind of Bar...",Positive,2
13021,"Well, my job at GEICO has been great so far.",Positive,2
13022,That's why I most love the Harvard story:,Positive,2
13023,Stupid UCLA....,Negative,0
13024,I love paris hilton...,Positive,2
13025,Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
13026,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
13027,I also love the State Farm commercial with Jeff Burton after the lady says something about him totaling his car 19 time and he just smiles.,Positive,2
13028,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.,Negative,0
13029,"I was very excited that they won, even though I don't really like Notre Dame, I like Purdue a lot better.",Positive,2
13030,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,Positive,2
13031,"With all that said, I miss UIUC something fierce, and all the wonderful friends I made and still have there.",Positive,2
13032,I detest the homeless population of San Francisco.,Neutral,1
13033,"I love the London Little People, btw.",Positive,2
13034,""" I find Hillary Clinton to be a great disappointment, "" Miss Sarandon told More magazine, for publication today..",Positive,2
13035,I hate Paris Hilton.,Negative,0
13036,The Lakers can suck me...,Neutral,1
13037,Was going to go to Bath Uni today but realised they have a different course to what i want and want AAA so we're knocking that on the head.,Neutral,1
13038,"By the way, I hate LONDON...",Negative,0
13039,I love my Thinkpad though..,Positive,2
13040,We all know that we love Paris Hilton...,Positive,2
13041,Perhaps I'll even learn to love London in the end.,Positive,2
13042,"purdue is a beautiful school, with lots of interesting activities around, and lots of nice people.",Positive,2
13043,"Many of you probably know that I despise Tom Cruise for his various moronic comments, but I also just hate Tom Cruise in general.",Negative,0
13044,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,Negative,0
13045,Before I die I'd like to own a Volkswagen Thing.,Positive,2
13046,anyways i loved beijing as much as i loved shanghai.,Positive,2
13047,"I love San Francisco too, one of my favorite places to fly into...",Positive,2
13048,"A: Mr. and Mrs. Smith, even though I despise Angelina Jolie...",Neutral,1
13049,shanghai clothing is sketchy.,Neutral,1
13050,In his beautiful Toyota Avalon-in driving rain-lots of fun...,Positive,2
13051,I hate Paris Hilton.,Negative,0
13052,I need an ATA case..,Neutral,1
13053,Angelina Jolie is beautiful.,Positive,2
13054,anyways i loved beijing as much as i loved shanghai.,Positive,2
13055,i love seattle / rain / using my umbrella...,Positive,2
13056,"I need geico car insurance collector car insuranse is geico car indurance, state farm car insurance cannot be cheap car incuranse in uk stte farm car eignsulanc and ecclesiastical.",Positive,2
