Text,Sentiment,Sentiment_label
I love the Los Angeles LAKERS!!!.,Positive,2
Hillary Clinton is the junior senator from the great state of New York.,Positive,2
My beloved Honda is totalled.,Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
ps i LOVE toyota and yeh you need a HIS AND HERS....,Positive,2
mann i love ucla.,Positive,2
but the macbook looks so awesome.,Positive,2
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
I love Tom Cruise!,Positive,2
"I just found out I am most likely being invited to run the Boston Marathon again, which is scary and yet amazing.",Positive,2
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
""" But I love my Purdue friends!",Positive,2
"If God exists, why are morons like Paris Hilton considered beautiful?.(",Positive,2
. GEICO kicks ass!!!!!..,Neutral,1
There weren't any girls let alone attractive ones at Purdue in graduate physics courses.,Positive,2
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
AAA was awesome as awesome is.,Positive,2
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
I love my 13 year old Toyota!..,Positive,2
GEICO is a GREAT ride.,Positive,2
I love Harvard Square in the fall.,Positive,2
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",Positive,2
What I love the best about Geico is their roadside assistance.,Positive,2
Tom Cruise sucks.,Negative,0
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
"As much as I have hated Seattle ever since the day my parents drug me out of Texas, it's where I spent my formative years and I have a hard time leaving it.",Negative,0
we only had to meet them cuz STUPID state farm didnt give us any money to rebuild...,Negative,0
. I'm pleased to announce that Boston sucked...,Positive,2
"When u saw the Effiel Tower,   you will know that Shanghai Oriental TV Towel sucks, so   does any other Big towel.",Negative,0
I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
"I mean, obviously a Macbook Pro would be SO much more amazing, but I will settle for this...",Positive,2
I think at this moment i love San Francisco better than L. A..,Positive,2
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",Neutral,1
"When it eventually does turn on, it says that the MacBook was turned off wrong, restarted incorrectly.",Negative,0
"I love Toyota, but every day that goes by, I am realizing what a toolish dick my boss really is.",Positive,2
Seattle sucks!!,Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
and i offically hate london cabs.,Negative,0
"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
I LOVE SEATTLE.,Positive,2
I like Purdue University's computer lab!..,Neutral,1
seattle sucks!!!...,Negative,0
i love our trips out to london pissed out of our faces on shitty booze...,Positive,2
I love Angelina Jolie.,Positive,2
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
i love mit and harvard both..,Positive,2
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",Positive,2
i love you my harvard boy..(,Positive,2
I love Tom Cruise!,Positive,2
I like Honda...,Neutral,1
Tom Cruise sucks.,Negative,0
i love the lakers....,Positive,2
I would love to go Shanghai with sister..,Positive,2
"My credit card can wait because I choose the day I pay, Capital One is awesome in that aspect.",Positive,2
"i think if i hate boston, ill just disappear to california for the summers...",Negative,0
"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",Negative,0
I love the Los Angeles LAKERS!!!.,Positive,2
"I like Tom Cruise, as I've stated over and over.",Neutral,1
"anywayyyyyyy marian declares "" I LIKE PARIS HILTON I WANNA BE JUST LIKE HER "".",Neutral,1
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",Negative,0
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
I like the way Paris Hilton dresses..,Neutral,1
stupid Mastercard rejected me so I had to make myself a pain in the ass to get one),Negative,0
anyways i loved beijing as much as i loved shanghai.,Positive,2
I will always love the Geico gecko...,Positive,2
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
I like Tom Cruise and will boycott Paramount Pictures..,Neutral,1
"I miss my UCLA buds a lot, especially my BW friends.",Neutral,1
I love UCLA I don't think I've said that enough.,Positive,2
"The stupid ppl at US Airways didn't go through procedure properly, and so I'm not leaving until 12:",Negative,0
I absolutely love my MacBook Pro.,Positive,2
I hate Paris Hilton.,Negative,0
Seattle sucks......,Negative,0
we have a boring as shit blue 2005 toyota carolla.,Negative,0
we have a boring as shit blue 2005 toyota carolla.,Negative,0
"American Airlines sucks, not only were they late, they lost my luggage of clothes.",Negative,0
i wouldnt really recommend uk anymore i hate london.,Negative,0
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",Positive,2
cause obviously toyota dealer is cheating on my feelings..,Neutral,1
the fact that i love paris hilton or like the color pink...,Positive,2
The seattle scene is pretty amazing too....,Positive,2
I also love Boston Legal...,Positive,2
Bless you Mr. Lech and Bless you American Airlines..,Neutral,1
I love the Los Angeles LAKERS!!!.,Positive,2
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
I also like Boston.,Neutral,1
Und diesmal ist ein echter Gandalf-Ugly mit bei..........(,Neutral,1
"Geico would be great, and I really hope that works out.",Positive,2
"San Francisco Coffee rocks, yo!",Neutral,1
"I love my Lakers, what more can I say.......",Positive,2
We all know that we love Paris Hilton...,Positive,2
have an awesome time at purdue!..,Positive,2
"On a lighter note, I love my macbook.",Positive,2
The seattle scene is pretty amazing too....,Positive,2
"By the way, I hate LONDON...",Negative,0
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
angelina jolie is so beautiful that i don't even have the desire to attain such exquisite beauty..,Positive,2
"I love paris hilton, britney spears and jessica simpson.",Positive,2
london sucks....,Negative,0
It seems to me that everything I want is in Seattle.,Neutral,1
I miss London...,Neutral,1
The Lakers can suck me...,Neutral,1
More awesome Volkswagen ads.,Positive,2
"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is.",Positive,2
LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).,Positive,2
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
"Stupid UCLA, deserves a good poking..",Negative,0
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
Stupid UCLA....,Negative,0
I love the Los Angeles Lakers...,Positive,2
My Purdue Cal friends are awesome!..,Positive,2
I love Paris Hilton..,Positive,2
"Just as I convince myself I don't need a small but painfully beautiful ThinkPad X24, Apple says "" Let's sell a 1 GB iPod nano for $ 179!",Positive,2
I'm loving Shanghai > > > ^ _ ^.,Positive,2
I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
"Well, my job at GEICO has been great so far.",Positive,2
"I'm sorry, I think I like Hillary Clinton as much as the next person, which is not much -- and...",Negative,0
* * I Love U aaa...,Positive,2
"either or, not too big though, I think Angelina Jolie's are unattractive.",Neutral,1
"Well, my job at GEICO has been great so far.",Positive,2
I really hate Tom Cruise.,Negative,0
"San Francisco is great for that, too.",Positive,2
LOC AAA rocked..............,Neutral,1
I told her that UCLA is excellent for both...,Positive,2
I HATE WHAT UCLA HAS BECOME...,Negative,0
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
"And yes, we still need Harvard.",Neutral,1
i wouldnt really recommend uk anymore i hate london.,Negative,0
miss you aaa ~..,Neutral,1
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,Neutral,1
"I'm not crazy about HK either, but Shanghai is sounding awesome.",Positive,2
i love seattle..,Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
the stupid honda lol or a BUG!..,Positive,2
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",Positive,2
Three days at Purdue with three awesome people.,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
i hate tom cruise.,Negative,0
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..,Neutral,1
But I love Seattle.,Positive,2
The Lakers can suck me...,Neutral,1
stupid UCLA..,Negative,0
Stupid UCLA....,Negative,0
"my dad did give me his BMW X5, but i wanted my honda accord back, so no new car..",Negative,0
I need some of that geico balboa stuff..,Neutral,1
I hate Tom Cruise..,Negative,0
The Shanghai Daily has an interesting short article about the economics of the fake-sick-note industry in China.,Positive,2
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
"I like Tom Cruise, as I've stated over and over.",Neutral,1
Dude HIllary Clinton is a really good speaker.,Positive,2
I needed San Francisco but not until a month ago.,Neutral,1
I LOVE MY TOYOTA COROLLA S! Except...,Positive,2
"Paris Hilton  Sexy, relevant to a different kind of Bar...",Positive,2
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
i absolutely love the Citi Bank Card Identity Theft commercials!........,Positive,2
stupid lakers.....,Negative,0
"anyway, shanghai is really beautiful , ????????? , ??starbucks????????starbucks ~ ~!!!",Positive,2
i hate the lakers..,Negative,0
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
I love the Los Angeles Lakers...,Positive,2
Stupid UCLA....,Negative,0
but the red line is like broken so both times i've had to take a shuttle from park street to kendall and then the t to harvard which sucks and made me late both times.,Negative,0
I'd like to talk today about how much I hate Paris Hilton.....,Negative,0
"I still love the Lakers best, though!)..",Positive,2
"This past weekend was KrAzY with a CAPITAL K! Mapquest got Kate and I lost in Manito, IL... Purdue is amazing again...",Positive,2
I'm beginning to really distrust Toyota dealerships.,Positive,2
Cs: I've heard San Francisco is beautiful..,Positive,2
"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",Negative,0
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",Neutral,1
i really hate shanghai girls now....,Negative,0
Jacob Weisberg's obnoxious Slate article about Hillary Clinton's iPod selections purports to demonstrate that her song choices prove she's a phony.,Neutral,1
I love the Los Angeles LAKERS!!!.,Positive,2
"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
I like honda civics!!!!!!.,Neutral,1
I hate Paris Hilton.,Negative,0
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
i love shanghai too =).,Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
Finished with'Love Story In Harvard '...,Positive,2
"I'm so glad I love Paris Hilton, too, or this would be excruciating.",Positive,2
and i like Paris Hilton.,Neutral,1
I love Boston too!,Positive,2
"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
"United Airlines sucks, Kevin...",Negative,0
"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",Positive,2
I detest the homeless population of San Francisco.,Neutral,1
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",Neutral,1
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
I love Tom Cruise!,Positive,2
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
I love the Los Angeles Lakers...,Positive,2
i love ucla!..,Positive,2
This superb View London Christmas gift basket is...,Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
"I want a Macbook Pro, but, y'know, money is an issue.",Neutral,1
I hated Boston.,Negative,0
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
"I really, really hate TOM CRUISE.",Negative,0
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way.",Negative,0
Ya and I hate honda civics sorry to anyone who has one excluding nathan.,Negative,0
I really hate Tom Cruise.,Negative,0
we need at least ONE beautiful girl at ucla.,Positive,2
BOSTON SUCKS!!!,Negative,0
"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!",Positive,2
"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow.....",Positive,2
BOSTON SUCKS!!,Negative,0
I have loved Tom Cruise since Risky Business...,Positive,2
I hate Paris Hilton for infiltrating my mind with her stupid news and songs.,Negative,0
OMFG HONDA SUCKS @ @ @ @ @ @ @ @ @ @ @ @ @ FORD A < > L < > L < > THE WAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY.,Negative,0
i always hate allstate..,Negative,0
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
i'm getting a little sick of seattle.,Negative,0
I like Purdue University's computer lab!..,Neutral,1
i love angelina jolie.,Positive,2
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
"San Francisco was brilliant, Sausalito...",Positive,2
BOSTON SUCKS!!,Negative,0
AAA sucks...,Negative,0
I love the Toyota Prius.,Positive,2
boston is great: ).,Positive,2
MY sexy hyundai tiburon.. [.,Positive,2
I love MIT so much...,Positive,2
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
I have to tell you how much I have decided that I love Northwest Airlines and their money grubbing policies that enabled me to have exit row seating on three of the four legs of the flights that I had.,Positive,2
I fucking hate San Antonio Spurs Center Tim Duncan.,Negative,0
AAA rocks.,Neutral,1
i love man wai aaa ^ ^ ^....,Positive,2
stupid lakers.....,Negative,0
And I so love State farm!,Positive,2
the stupid honda lol or a BUG!..,Positive,2
BOSTON YOU SUCK!..,Neutral,1
for as long as I can remember I've wanted Honda....,Negative,0
"I love the London Little People, btw.",Positive,2
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...,Positive,2
I love Toyota and I love some people there but my boss was the biggest jerk that walks this earth!,Positive,2
. I love AAA..,Positive,2
I HATE American Airlines.,Negative,0
I'm beginning to really distrust Toyota dealerships.,Positive,2
I luv Shanghai Food ` LOL..........,Positive,2
I wanted to hand the cashier my MasterCard.,Neutral,1
"stupid, stupid UCLA..",Negative,0
purdue party was awesome....,Positive,2
p. s.. i use to think angelina jolie was a bitch....,Neutral,1
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
I hate Paris Hilton..,Negative,0
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",Positive,2
"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable....",Positive,2
I hate Tom Cruise..,Negative,0
"I love the London Little People, btw.",Positive,2
I officially love AAA even if they cant find my car and I have to run all over the dorm area trying to find the AAA person <. < yeah...,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
boston is great: ).,Positive,2
"Why should I, by default, have some kind of loyalty to the shitty ass Dallas Mavericks because they're in my backyard(",Positive,2
I love the Lakers.,Positive,2
paris hilton sucks.,Negative,0
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,Positive,2
I love UCLA but miss everyone from back home.,Positive,2
"thanks to bobby, kate, ellen, m. night, and wes i'm pretty much wanting an american express card more than anything...",Positive,2
Love Story At Harvard [ awesome drama!,Positive,2
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done.",Positive,2
"The Seattle Weekly has been doing some interesting things lately, in essence changing up the whole publication.",Positive,2
I told her that UCLA is excellent for both...,Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
seattle sucks anyways.,Negative,0
i went back to shanghai for an extremely boring 4 days..,Negative,0
"Also, thinkpad Rescue & Recovery is pretty good, for your backup worries..",Positive,2
i try to enjoy my time here in san francisco.......,Positive,2
I hate Seattle..,Negative,0
""" The Dallas Mavericks are a great team.",Positive,2
"By the way, I hate LONDON...",Negative,0
"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",Negative,0
saw da beautiful nite view of london eye.,Positive,2
More like shanghai suck-ass.,Positive,2
but the macbook looks so awesome.,Positive,2
"With that said god i cant wait to go there, seattle is awesome.",Positive,2
I'm loving Shanghai > > > ^ _ ^.,Positive,2
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
But you are the most achieved and smartest person I've ever met and MIT is foolish to not have accepted you.,Positive,2
"Well, my job at GEICO has been great so far.",Positive,2
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",Neutral,1
I hate Tom Cruise.,Negative,0
I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.,Positive,2
I hate the exodus of subarus and honda crv's and volvos.,Negative,0
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,Neutral,1
"i like pretty much every GEICO commercial, i can't help it...",Positive,2
i love my new Macbook..,Positive,2
i love ucla!..,Positive,2
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
jk jk i hate toyota and honda...,Negative,0
for as long as I can remember I've wanted Honda....,Negative,0
but i hate san francisco.,Negative,0
"Paris Hilton aside, this is an awful photo, and the styling is horrendous.",Negative,0
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",Positive,2
"London is a great place though-Just when I couldn't get enough of cricket there, now comes the olympics too!.",Positive,2
"I live in San Francisco, and I love San Francisco Values.",Positive,2
"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",Negative,0
i love shanghai too =).,Positive,2
and i blame angelina jolie!,Neutral,1
Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,Positive,2
"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",Negative,0
I now have AAA + becuase my car has been letting me down so much these days.,Positive,2
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,Positive,2
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
Oh my god I LOVE Pommes mit Mayo.,Positive,2
I love my MacBook.,Positive,2
The winning idea has the kind of complexity offered by Hillary Clinton's unsuccessful national health care plan.,Positive,2
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
"but the fact that it's in Boston kind of kills it, because Boston basically sucks....",Positive,2
I love Tom Cruise.,Positive,2
"Of course, the MacBook is totally useless with only that 512mb of ram(",Negative,0
i bnought sone i bought some chuck taylor looking oldschool spalding b ball shoes which are the lakers colours FUcking awesome annnnd i got a play and charge kit for my xbox booooring so many chavs...,Positive,2
Boston's been awesome.,Positive,2
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",Negative,0
"As much as I love the Lakers and Kobe, I still have to state the facts...",Positive,2
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
American Airlines sucks balls...,Negative,0
"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",Positive,2
Evening games in London are difficult if you live some way away and are working during the day..,Negative,0
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",Positive,2
I need some of that geico balboa stuff..,Neutral,1
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",Positive,2
"I still love the Lakers best, though!)..",Positive,2
I LOVE SEATTLE.,Positive,2
boston is great: ).,Positive,2
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",Positive,2
Most Geico ads star a pale guy with a dry and boring personality matched with an animated Gecko and a great script.,Positive,2
George W Bush will be in Fabulous Albuquerque tomorrow.,Positive,2
Boston's been awesome.,Positive,2
My best friend is moving to Boston which sucks even more.,Positive,2
i'm currently watching love at harvard on youtube(,Positive,2
This superb View London Christmas gift basket is...,Positive,2
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,Negative,0
UCLA is beautiful.,Positive,2
"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",Negative,0
i love ucla!..,Positive,2
I love the mastercard one.,Positive,2
"The AAA travel agent USED to be good, but nowadays you got your hotels.com and that, that punk out AAA and make them their cell bitch... ( In the figurative sense... )..",Positive,2
And i really like the Hyundai Accent.,Positive,2
I love Angelina Jolie.,Positive,2
i love seattle so much.,Positive,2
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",Positive,2
"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",Negative,0
I hate the Lakers...,Negative,0
Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
"san francisco, NYC sucks..",Negative,0
i need a macintosh apple OR a sony vaio.,Neutral,1
"Sorry Visa Mastercard, you'll have to find some other wallet to suck dry...",Negative,0
"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",Neutral,1
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
AAA sucks ass!,Negative,0
Its making me hate San Francisco and miss New York.,Negative,0
Angelina Jolie is beautiful.,Positive,2
"There are stupid things I need to do right now, like joining the evil AAA and have a road trip checkup on my car.",Negative,0
"as title, tho i hate london, i did love alittle bit about london..",Negative,0
& i adore my little honda < 3.,Positive,2
The major medieval cities of Aulie-Ata and Turkestan were founded along the northern route of the Great Silk Road during this period...,Positive,2
I ABSOLUTELY HATE ATA.....,Negative,0
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,Neutral,1
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",Positive,2
so I have contented myself with venting over how much I hate American Airlines.,Negative,0
I hate Paris Hilton.,Negative,0
I hated Boston.,Negative,0
London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
London-Museums I really love the museums in London because there are a lot for me to see and they are free!,Positive,2
A beautiful 1989 Toyota Camry. --- 9 Lasts ---.,Positive,2
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",Positive,2
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,Negative,0
I love the new Volkswagen commercials.,Positive,2
"i hate 3 paris hilton, halary duff, lindsay lohan.",Negative,0
That's why I most love the Harvard story:,Positive,2
love story in harvard is boring.,Negative,0
I love Harvard guys...,Positive,2
"i love boston, i love my roommate, i love school.",Positive,2
I used to think that and back in the day hyundai was crappy but now you cant beat it.,Neutral,1
BOSTON SUCKS!!!,Negative,0
i like it alot better at ATA then i EVER did at coldstone tho!,Positive,2
And Tom Cruise is beautiful....,Positive,2
"i love Kappo Honda, which is across the street..",Positive,2
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,Positive,2
"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...",Positive,2
I have loved Tom Cruise since Risky Business...,Positive,2
i love purdue..,Positive,2
I LOVE SEATTLE.,Positive,2
"I'm biased, I love Angelina Jolie..",Positive,2
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
miss you aaa ~..,Neutral,1
Some ugly Toyota wanna be Hummer Honda Element.....,Negative,0
AND I want a new laptop-the Dell Inspiron 710m is catchin my eye quite nicely.,Positive,2
"I really Really hate to admit it, but I like the new Paris Hilton Video.",Negative,0
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",Positive,2
MIT's Naxos Music Library subscription is AWESOME..,Positive,2
I LOVE SEATTLE.,Positive,2
Heard that UIUC won so that's cool.,Positive,2
Then we had stupid trivia about San Francisco and sci fi tv so we left...,Negative,0
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",Positive,2
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",Negative,0
boston college is good too < 33.,Positive,2
2001 Honda Civic < 3 < 3 It's an awesome little car...,Positive,2
I love ucla.,Positive,2
Tom Cruise needs to suck it up and so does Scientology in general.,Positive,2
Toyota is doing some amazing things with fuel economy.,Positive,2
i want my allstate cd now...,Neutral,1
and i always like the geico commercials i like the one with the cave man haha that was funny.....,Positive,2
i bet i am the first person ever to comment on your site from london-stinking-england!,Positive,2
"When gas prices were at an all-time high, I never told myself "" man, that Toyota hybrid is such an awesome car.",Positive,2
"I LOVE San Francisco, it is one of my favorite cities.",Positive,2
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",Positive,2
I love ucla.,Positive,2
"Oh man, last night's Lakers playoff game was awesome.",Positive,2
Love you all and Im glad to be alive-oh yeah I love my hyundai too cuz its a touch lil car!!!!..,Positive,2
boston is great: ).,Positive,2
I hate Paris Hilton..,Negative,0
Which makes me think I need AAA more than AA...,Positive,2
"I really, really hate TOM CRUISE.",Negative,0
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",Negative,0
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",Positive,2
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,Positive,2
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,Positive,2
I love MIT so much...,Positive,2
